Species_updated_name_fishbase,Species_checklist_name,Species_used_name,Author,Class,Order,Family,Red_Sea,Mediterranean,Red_sea_endemic,Med_israeli_coast,Gulf_of_aqaba ,Lessepsian,First_israel_med_record,Pop_status_in_isreal,Lessepsian_med_distribution,Anti_Lessepsian,Distinct_Med_Red_distribution,Med_Red_distribution_explanation,Distinct_sp_Med_first_record_year,Comments,Home_range,Activity,Schooling,Water_level,Diet,Venomous,Poisonous
Canthigaster pygmaea,Canthigaster pygmaea,Canthigaster pygmaea,Allen & Randall 1977,Actinopteri,Tetraodontiformes,Tetraodontidae,1,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,OM,0,0
Capros aper,Capros aper,NA,"(Linnaeus, 1758)",Actinopteri,Acanthuriformes,Caproidae,0,1,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,Sed,Day,Sol,Bottom,IM,0,0
Carangoides armatus,Carangoides armatus,NA,Rüppell 1830,Actinopteri,Carangiformes,Carangidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Carangoides bajad,Carangoides bajad,NA,Forsskål in Niebuhr 1775,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Carangoides chrysophrys,Carangoides chrysophrys,NA,Cuvier 1833,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Carangoides coeruleopinnatus,Carangoides coeruleopinnatus,NA,Rüppell 1830,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Carangoides equula,Carangoides equula,NA,Temminck & Schlegel 1844,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Carangoides ferdau,Carangoides ferdau,NA,Forsskål in Niebuhr 1775,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,MedG,High,FC,0,0
Carangoides fulvoguttatus,Carangoides fulvoguttatus,Carangoides fulvoguttatus,Forsskål in Niebuhr 1775,Actinopteri,Carangiformes,Carangidae,1,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,MedG,High,FC,0,0
Carangoides malabaricus,Carangoides malabaricus,NA,Bloch & Schneider 1801,Actinopteri,Carangiformes,Carangidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
Carangoides plagiotaenia,Carangoides plagiotaenia,NA,Bleeker 1857,Actinopteri,Carangiformes,Carangidae,1,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,VMob,Both,SmallG,High,FC,0,0
